Hospital,Date,KPI,Value,Metric
Mayo University Hospital,2023-02-01,% Within 24 Hours,0.998,All
Mayo University Hospital,2023-02-01,# > 24 Hours,7,All
Mayo University Hospital,2023-03-01,% Within 6 Hours,0.551,All
Mayo University Hospital,2023-03-01,% Within 9 Hours,0.752,All
Mayo University Hospital,2023-03-01,% Within 24 Hours,0.991,All
Mayo University Hospital,2023-03-01,# > 24 Hours,30,All
Mayo University Hospital,2023-04-01,% Within 6 Hours,0.527,All
Mayo University Hospital,2023-04-01,% Within 9 Hours,0.742,All
Mayo University Hospital,2023-04-01,% Within 24 Hours,0.987,All
Mayo University Hospital,2023-04-01,# > 24 Hours,41,All
Mayo University Hospital,2023-05-01,% Within 6 Hours,0.571,All
Mayo University Hospital,2023-05-01,% Within 9 Hours,0.755,All
Mayo University Hospital,2023-05-01,% Within 24 Hours,0.99,All
Mayo University Hospital,2023-05-01,# > 24 Hours,38,All
Mayo University Hospital,2023-06-01,% Within 6 Hours,0.588,All
Mayo University Hospital,2023-06-01,% Within 9 Hours,0.793,All
Mayo University Hospital,2023-06-01,% Within 24 Hours,0.994,All
Mayo University Hospital,2023-06-01,# > 24 Hours,19,All
Mayo University Hospital,2023-07-01,% Within 6 Hours,0.57,All
Mayo University Hospital,2023-07-01,% Within 9 Hours,0.779,All
Mayo University Hospital,2023-07-01,% Within 24 Hours,0.996,All
Mayo University Hospital,2023-07-01,# > 24 Hours,15,All
Mayo University Hospital,2023-08-01,% Within 6 Hours,0.652,All
Mayo University Hospital,2023-08-01,% Within 9 Hours,0.839,All
Mayo University Hospital,2023-08-01,% Within 24 Hours,0.998,All
Mayo University Hospital,2023-08-01,# > 24 Hours,6,All
Mayo University Hospital,2023-09-01,% Within 6 Hours,0.634,All
Mayo University Hospital,2023-09-01,% Within 9 Hours,0.834,All
Mayo University Hospital,2023-09-01,% Within 24 Hours,0.998,All
Mayo University Hospital,2023-09-01,# > 24 Hours,6,All
Portiuncula University Hospital,2022-01-01,% Within 6 Hours,0.742,All
Portiuncula University Hospital,2022-01-01,% Within 9 Hours,0.917,All
Portiuncula University Hospital,2022-01-01,% Within 24 Hours,0.999,All
Portiuncula University Hospital,2022-01-01,# > 24 Hours,3,All
Portiuncula University Hospital,2022-02-01,% Within 6 Hours,0.715,All
Portiuncula University Hospital,2022-02-01,% Within 9 Hours,0.901,All
Portiuncula University Hospital,2022-02-01,% Within 24 Hours,0.999,All
Portiuncula University Hospital,2022-02-01,# > 24 Hours,3,All
Portiuncula University Hospital,2022-03-01,% Within 6 Hours,0.681,All
Portiuncula University Hospital,2022-03-01,% Within 9 Hours,0.879,All
Portiuncula University Hospital,2022-03-01,% Within 24 Hours,0.998,All
Portiuncula University Hospital,2022-03-01,# > 24 Hours,5,All
Portiuncula University Hospital,2022-04-01,% Within 6 Hours,0.681,All
Portiuncula University Hospital,2022-04-01,% Within 9 Hours,0.883,All
Portiuncula University Hospital,2022-04-01,% Within 24 Hours,0.998,All
Portiuncula University Hospital,2022-04-01,# > 24 Hours,5,All
Portiuncula University Hospital,2022-05-01,% Within 6 Hours,0.716,All
Portiuncula University Hospital,2022-05-01,% Within 9 Hours,0.907,All
Portiuncula University Hospital,2022-05-01,% Within 24 Hours,0.998,All
Portiuncula University Hospital,2022-05-01,# > 24 Hours,4,All
Portiuncula University Hospital,2022-06-01,% Within 6 Hours,0.655,All
Portiuncula University Hospital,2022-06-01,% Within 9 Hours,0.856,All
Portiuncula University Hospital,2022-06-01,% Within 24 Hours,0.996,All
Portiuncula University Hospital,2022-06-01,# > 24 Hours,9,All
Portiuncula University Hospital,2022-07-01,% Within 6 Hours,0.695,All
Portiuncula University Hospital,2022-07-01,% Within 9 Hours,0.885,All
Portiuncula University Hospital,2022-07-01,% Within 24 Hours,0.997,All
Portiuncula University Hospital,2022-07-01,# > 24 Hours,7,All
Portiuncula University Hospital,2022-08-01,% Within 6 Hours,0.656,All
Portiuncula University Hospital,2022-08-01,% Within 9 Hours,0.864,All
Portiuncula University Hospital,2022-08-01,% Within 24 Hours,0.996,All
Portiuncula University Hospital,2022-08-01,# > 24 Hours,9,All
Portiuncula University Hospital,2022-09-01,% Within 6 Hours,0.642,All
Portiuncula University Hospital,2022-09-01,% Within 9 Hours,0.865,All
Portiuncula University Hospital,2022-09-01,% Within 24 Hours,0.998,All
Portiuncula University Hospital,2022-09-01,# > 24 Hours,6,All
Portiuncula University Hospital,2022-10-01,% Within 6 Hours,0.66,All
Portiuncula University Hospital,2022-10-01,% Within 9 Hours,0.861,All
Portiuncula University Hospital,2022-10-01,% Within 24 Hours,0.997,All
Portiuncula University Hospital,2022-10-01,# > 24 Hours,7,All
Portiuncula University Hospital,2022-11-01,% Within 6 Hours,0.571,All
Portiuncula University Hospital,2022-11-01,% Within 9 Hours,0.816,All
Portiuncula University Hospital,2022-11-01,% Within 24 Hours,0.995,All
Portiuncula University Hospital,2022-11-01,# > 24 Hours,14,All
Portiuncula University Hospital,2022-12-01,% Within 6 Hours,0.58,All
Portiuncula University Hospital,2022-12-01,% Within 9 Hours,0.824,All
Portiuncula University Hospital,2022-12-01,% Within 24 Hours,0.995,All
Portiuncula University Hospital,2022-12-01,# > 24 Hours,14,All
Portiuncula University Hospital,2023-01-01,% Within 6 Hours,0.637,All
Portiuncula University Hospital,2023-01-01,% Within 9 Hours,0.862,All
Portiuncula University Hospital,2023-01-01,% Within 24 Hours,0.997,All
Portiuncula University Hospital,2023-01-01,# > 24 Hours,6,All
Portiuncula University Hospital,2023-02-01,% Within 6 Hours,0.634,All
Portiuncula University Hospital,2023-02-01,% Within 9 Hours,0.853,All
Portiuncula University Hospital,2023-02-01,% Within 24 Hours,0.998,All
Portiuncula University Hospital,2023-02-01,# > 24 Hours,5,All
Portiuncula University Hospital,2023-03-01,% Within 6 Hours,0.67,All
Portiuncula University Hospital,2023-03-01,% Within 9 Hours,0.874,All
Portiuncula University Hospital,2023-03-01,% Within 24 Hours,0.998,All
Portiuncula University Hospital,2023-03-01,# > 24 Hours,5,All
Portiuncula University Hospital,2023-04-01,% Within 6 Hours,0.625,All
Portiuncula University Hospital,2023-04-01,% Within 9 Hours,0.835,All
Portiuncula University Hospital,2023-04-01,% Within 24 Hours,0.996,All
Portiuncula University Hospital,2023-04-01,# > 24 Hours,10,All
Portiuncula University Hospital,2023-05-01,% Within 6 Hours,0.638,All
Portiuncula University Hospital,2023-05-01,% Within 9 Hours,0.839,All
Portiuncula University Hospital,2023-05-01,% Within 24 Hours,0.998,All
Portiuncula University Hospital,2023-05-01,# > 24 Hours,6,All
Portiuncula University Hospital,2023-06-01,% Within 6 Hours,0.637,All
Portiuncula University Hospital,2023-06-01,% Within 9 Hours,0.848,All
Portiuncula University Hospital,2023-06-01,% Within 24 Hours,0.996,All
Portiuncula University Hospital,2023-06-01,# > 24 Hours,9,All
Portiuncula University Hospital,2023-07-01,% Within 6 Hours,0.603,All
Portiuncula University Hospital,2023-07-01,% Within 9 Hours,0.824,All
Portiuncula University Hospital,2023-07-01,% Within 24 Hours,0.997,All
Portiuncula University Hospital,2023-07-01,# > 24 Hours,7,All
Portiuncula University Hospital,2023-08-01,% Within 6 Hours,0.583,All
Portiuncula University Hospital,2023-08-01,% Within 9 Hours,0.779,All
Portiuncula University Hospital,2023-08-01,% Within 24 Hours,0.995,All
Portiuncula University Hospital,2023-08-01,# > 24 Hours,12,All
Portiuncula University Hospital,2023-09-01,% Within 6 Hours,0.619,All
Portiuncula University Hospital,2023-09-01,% Within 9 Hours,0.807,All
Portiuncula University Hospital,2023-09-01,% Within 24 Hours,0.993,All
Portiuncula University Hospital,2023-09-01,# > 24 Hours,17,All
Sligo University Hospital,2022-01-01,% Within 6 Hours,0.535,All
Sligo University Hospital,2022-01-01,% Within 9 Hours,0.704,All
Sligo University Hospital,2022-01-01,% Within 24 Hours,0.956,All
Sligo University Hospital,2022-01-01,# > 24 Hours,149,All
Sligo University Hospital,2022-02-01,% Within 6 Hours,0.508,All
Sligo University Hospital,2022-02-01,% Within 9 Hours,0.687,All
Sligo University Hospital,2022-02-01,% Within 24 Hours,0.942,All
Sligo University Hospital,2022-02-01,# > 24 Hours,192,All
Sligo University Hospital,2022-03-01,% Within 6 Hours,0.5,All
Sligo University Hospital,2022-03-01,% Within 9 Hours,0.667,All
Sligo University Hospital,2022-03-01,% Within 24 Hours,0.937,All
Sligo University Hospital,2022-03-01,# > 24 Hours,228,All
Sligo University Hospital,2022-04-01,% Within 6 Hours,0.483,All
Sligo University Hospital,2022-04-01,% Within 9 Hours,0.644,All
Sligo University Hospital,2022-04-01,% Within 24 Hours,0.935,All
Sligo University Hospital,2022-04-01,# > 24 Hours,233,All
Sligo University Hospital,2022-05-01,% Within 6 Hours,0.479,All
Sligo University Hospital,2022-05-01,% Within 9 Hours,0.655,All
Sligo University Hospital,2022-05-01,% Within 24 Hours,0.943,All
Sligo University Hospital,2022-05-01,# > 24 Hours,229,All
Sligo University Hospital,2022-06-01,% Within 6 Hours,0.5,All
Sligo University Hospital,2022-06-01,% Within 9 Hours,0.7,All
Sligo University Hospital,2022-06-01,% Within 24 Hours,0.955,All
Sligo University Hospital,2022-06-01,# > 24 Hours,158,All
Sligo University Hospital,2022-07-01,% Within 6 Hours,0.463,All
Sligo University Hospital,2022-07-01,% Within 9 Hours,0.638,All
Sligo University Hospital,2022-07-01,% Within 24 Hours,0.924,All
Sligo University Hospital,2022-07-01,# > 24 Hours,281,All
Sligo University Hospital,2022-08-01,% Within 6 Hours,0.443,All
Sligo University Hospital,2022-08-01,% Within 9 Hours,0.613,All
Sligo University Hospital,2022-08-01,% Within 24 Hours,0.933,All
Sligo University Hospital,2022-08-01,# > 24 Hours,255,All
Sligo University Hospital,2022-09-01,% Within 6 Hours,0.454,All
Sligo University Hospital,2022-09-01,% Within 9 Hours,0.618,All
Sligo University Hospital,2022-09-01,% Within 24 Hours,0.921,All
Sligo University Hospital,2022-09-01,# > 24 Hours,285,All
Sligo University Hospital,2022-10-01,% Within 6 Hours,0.378,All
Sligo University Hospital,2022-10-01,% Within 9 Hours,0.577,All
Sligo University Hospital,2022-10-01,% Within 24 Hours,0.904,All
Sligo University Hospital,2022-10-01,# > 24 Hours,717,All
Sligo University Hospital,2022-11-01,% Within 6 Hours,0.416,All
Sligo University Hospital,2022-11-01,% Within 9 Hours,0.621,All
Sligo University Hospital,2022-11-01,% Within 24 Hours,0.936,All
Sligo University Hospital,2022-11-01,# > 24 Hours,397,All
Sligo University Hospital,2022-12-01,% Within 6 Hours,0.32,All
Sligo University Hospital,2022-12-01,% Within 9 Hours,0.52,All
Sligo University Hospital,2022-12-01,% Within 24 Hours,0.91,All
Sligo University Hospital,2022-12-01,# > 24 Hours,384,All
Sligo University Hospital,2023-01-01,% Within 6 Hours,0.501,All
Sligo University Hospital,2023-01-01,% Within 9 Hours,0.693,All
Sligo University Hospital,2023-01-01,% Within 24 Hours,0.955,All
Sligo University Hospital,2023-01-01,# > 24 Hours,144,All
Sligo University Hospital,2023-02-01,% Within 6 Hours,0.474,All
Sligo University Hospital,2023-02-01,% Within 9 Hours,0.654,All
Sligo University Hospital,2023-02-01,% Within 24 Hours,0.96,All
Sligo University Hospital,2023-02-01,# > 24 Hours,132,All
Sligo University Hospital,2023-03-01,% Within 6 Hours,0.456,All
Sligo University Hospital,2023-03-01,% Within 9 Hours,0.625,All
Sligo University Hospital,2023-03-01,% Within 24 Hours,0.94,All
Sligo University Hospital,2023-03-01,# > 24 Hours,230,All
Sligo University Hospital,2023-04-01,% Within 6 Hours,0.279,All
Sligo University Hospital,2023-04-01,% Within 9 Hours,0.48,All
Sligo University Hospital,2023-04-01,% Within 24 Hours,0.915,All
Sligo University Hospital,2023-04-01,# > 24 Hours,326,All
Sligo University Hospital,2023-05-01,% Within 6 Hours,0.368,All
Sligo University Hospital,2023-05-01,% Within 9 Hours,0.584,All
Sligo University Hospital,2023-05-01,% Within 24 Hours,0.939,All
Sligo University Hospital,2023-05-01,# > 24 Hours,251,All
Sligo University Hospital,2023-06-01,% Within 6 Hours,0.343,All
Sligo University Hospital,2023-06-01,% Within 9 Hours,0.547,All
Sligo University Hospital,2023-06-01,% Within 24 Hours,0.914,All
Sligo University Hospital,2023-06-01,# > 24 Hours,329,All
Sligo University Hospital,2023-07-01,% Within 6 Hours,0.49,All
Sligo University Hospital,2023-07-01,% Within 9 Hours,0.664,All
Sligo University Hospital,2023-07-01,% Within 24 Hours,0.955,All
Sligo University Hospital,2023-07-01,# > 24 Hours,168,All
Sligo University Hospital,2023-08-01,% Within 6 Hours,0.531,All
Sligo University Hospital,2023-08-01,% Within 9 Hours,0.681,All
Sligo University Hospital,2023-08-01,% Within 24 Hours,0.947,All
Sligo University Hospital,2023-08-01,# > 24 Hours,190,All
Sligo University Hospital,2023-09-01,% Within 6 Hours,0.479,All
Sligo University Hospital,2023-09-01,% Within 9 Hours,0.655,All
Sligo University Hospital,2023-09-01,% Within 24 Hours,0.932,All
Sligo University Hospital,2023-09-01,# > 24 Hours,246,All
Cork University Hospital,2022-01-01,% Within 6 Hours,0.451,All
Cork University Hospital,2022-01-01,% Within 9 Hours,0.616,All
Cork University Hospital,2022-01-01,% Within 24 Hours,0.9,All
Cork University Hospital,2022-01-01,# > 24 Hours,573,All
Cork University Hospital,2022-02-01,% Within 6 Hours,0.47,All
Cork University Hospital,2022-02-01,% Within 9 Hours,0.638,All
Cork University Hospital,2022-02-01,% Within 24 Hours,0.906,All
Cork University Hospital,2022-02-01,# > 24 Hours,532,All
Cork University Hospital,2022-03-01,% Within 6 Hours,0.457,All
Cork University Hospital,2022-03-01,% Within 9 Hours,0.629,All
Cork University Hospital,2022-03-01,% Within 24 Hours,0.912,All
Cork University Hospital,2022-03-01,# > 24 Hours,552,All
Cork University Hospital,2022-04-01,% Within 6 Hours,0.469,All
Cork University Hospital,2022-04-01,% Within 9 Hours,0.617,All
Cork University Hospital,2022-04-01,% Within 24 Hours,0.885,All
Cork University Hospital,2022-04-01,# > 24 Hours,661,All
Cork University Hospital,2022-05-01,% Within 6 Hours,0.465,All
Cork University Hospital,2022-05-01,% Within 9 Hours,0.636,All
Cork University Hospital,2022-05-01,% Within 24 Hours,0.901,All
Cork University Hospital,2022-05-01,# > 24 Hours,639,All
Cork University Hospital,2022-06-01,% Within 6 Hours,0.457,All
Cork University Hospital,2022-06-01,% Within 9 Hours,0.611,All
Cork University Hospital,2022-06-01,% Within 24 Hours,0.888,All
Cork University Hospital,2022-06-01,# > 24 Hours,662,All
Cork University Hospital,2022-07-01,% Within 6 Hours,0.447,All
Cork University Hospital,2022-07-01,% Within 9 Hours,0.613,All
Cork University Hospital,2022-07-01,% Within 24 Hours,0.886,All
Cork University Hospital,2022-07-01,# > 24 Hours,670,All
Cork University Hospital,2022-08-01,% Within 6 Hours,0.501,All
Cork University Hospital,2022-08-01,% Within 9 Hours,0.671,All
Cork University Hospital,2022-08-01,% Within 24 Hours,0.919,All
Cork University Hospital,2022-08-01,# > 24 Hours,496,All
Cork University Hospital,2022-09-01,% Within 6 Hours,0.456,All
Cork University Hospital,2022-09-01,% Within 9 Hours,0.631,All
Cork University Hospital,2022-09-01,% Within 24 Hours,0.907,All
Cork University Hospital,2022-09-01,# > 24 Hours,569,All
Cork University Hospital,2022-10-01,% Within 6 Hours,0.464,All
Cork University Hospital,2022-10-01,% Within 9 Hours,0.651,All
Cork University Hospital,2022-10-01,% Within 24 Hours,0.907,All
Cork University Hospital,2022-10-01,# > 24 Hours,588,All
Cork University Hospital,2022-11-01,% Within 6 Hours,0.45,All
Cork University Hospital,2022-11-01,% Within 9 Hours,0.63,All
Cork University Hospital,2022-11-01,% Within 24 Hours,0.903,All
Cork University Hospital,2022-11-01,# > 24 Hours,597,All
Cork University Hospital,2022-12-01,% Within 6 Hours,0.402,All
Cork University Hospital,2022-12-01,% Within 9 Hours,0.591,All
Cork University Hospital,2022-12-01,% Within 24 Hours,0.89,All
Cork University Hospital,2022-12-01,# > 24 Hours,697,All
Cork University Hospital,2023-01-01,% Within 6 Hours,0.488,All
Cork University Hospital,2023-01-01,% Within 9 Hours,0.651,All
Cork University Hospital,2023-01-01,% Within 24 Hours,0.906,All
Cork University Hospital,2023-01-01,# > 24 Hours,520,All
Cork University Hospital,2023-02-01,% Within 6 Hours,0.467,All
Cork University Hospital,2023-02-01,% Within 9 Hours,0.619,All
Cork University Hospital,2023-02-01,% Within 24 Hours,0.901,All
Cork University Hospital,2023-02-01,# > 24 Hours,568,All
Cork University Hospital,2023-03-01,% Within 6 Hours,0.457,All
Cork University Hospital,2023-03-01,% Within 9 Hours,0.631,All
Cork University Hospital,2023-03-01,% Within 24 Hours,0.907,All
Cork University Hospital,2023-03-01,# > 24 Hours,594,All
Cork University Hospital,2023-04-01,% Within 6 Hours,0.461,All
Cork University Hospital,2023-04-01,% Within 9 Hours,0.616,All
Cork University Hospital,2023-04-01,% Within 24 Hours,0.898,All
Cork University Hospital,2023-04-01,# > 24 Hours,633,All
Cork University Hospital,2023-05-01,% Within 6 Hours,0.471,All
Cork University Hospital,2023-05-01,% Within 9 Hours,0.641,All
Cork University Hospital,2023-05-01,% Within 24 Hours,0.909,All
Cork University Hospital,2023-05-01,# > 24 Hours,619,All
Cork University Hospital,2023-06-01,% Within 6 Hours,0.497,All
Cork University Hospital,2023-06-01,% Within 9 Hours,0.668,All
Cork University Hospital,2023-06-01,% Within 24 Hours,0.949,All
Cork University Hospital,2023-06-01,# > 24 Hours,337,All
Cork University Hospital,2023-07-01,% Within 6 Hours,0.497,All
Cork University Hospital,2023-07-01,% Within 9 Hours,0.682,All
Cork University Hospital,2023-07-01,% Within 24 Hours,0.946,All
Cork University Hospital,2023-07-01,# > 24 Hours,352,All
Cork University Hospital,2023-08-01,% Within 6 Hours,0.573,All
Cork University Hospital,2023-08-01,% Within 9 Hours,0.75,All
Cork University Hospital,2023-08-01,% Within 24 Hours,0.942,All
Cork University Hospital,2023-08-01,# > 24 Hours,392,All
Cork University Hospital,2023-09-01,% Within 6 Hours,0.586,All
Cork University Hospital,2023-09-01,% Within 9 Hours,0.746,All
Cork University Hospital,2023-09-01,% Within 24 Hours,0.934,All
Cork University Hospital,2023-09-01,# > 24 Hours,439,All
Mercy University Hospital,2022-01-01,% Within 6 Hours,0.497,All
Mercy University Hospital,2022-01-01,% Within 9 Hours,0.664,All
Mercy University Hospital,2022-01-01,% Within 24 Hours,0.879,All
Mercy University Hospital,2022-01-01,# > 24 Hours,301,All
Mercy University Hospital,2022-02-01,% Within 6 Hours,0.509,All
Mercy University Hospital,2022-02-01,% Within 9 Hours,0.666,All
Mercy University Hospital,2022-02-01,% Within 24 Hours,0.884,All
Mercy University Hospital,2022-02-01,# > 24 Hours,293,All
Mercy University Hospital,2022-03-01,% Within 6 Hours,0.448,All
Mercy University Hospital,2022-03-01,% Within 9 Hours,0.631,All
Mercy University Hospital,2022-03-01,% Within 24 Hours,0.888,All
Mercy University Hospital,2022-03-01,# > 24 Hours,315,All
Mercy University Hospital,2022-04-01,% Within 6 Hours,0.506,All
Mercy University Hospital,2022-04-01,% Within 9 Hours,0.669,All
Mercy University Hospital,2022-04-01,% Within 24 Hours,0.891,All
